id,Area,StreetName,DateTime,TotalVehiclesParked,TotalParkingSpace,Occupancy,dayOfWeek
102,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2014-07-05 18:00:00,12,16,0.75,Saturday
103,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2017-03-05 18:00:00,15,18,0.8333,Sunday
104,Ballard,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,2018-04-19 12:00:00,20,27,0.7407,Thursday
105,Ballard,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,2015-07-15 14:00:00,19,24,0.7917,Wednesday
106,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2018-04-19 13:00:00,20,23,0.8696,Thursday
107,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2016-07-04 15:00:00,10,15,0.6667,Monday
108,Ballard,RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2014-07-05 21:00:00,5,11,0.4545,Saturday
109,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2017-03-05 23:00:00,10,15,0.6667,Sunday
110,Ballard,NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,2018-04-19 15:00:00,10,15,0.6667,Thursday
111,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2016-07-04 10:00:00,10,15,0.6667,Monday
112,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2014-07-05 10:00:00,15,17,0.8824,Saturday
113,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2015-07-15 15:00:00,15,19,0.7895,Wednesday
114,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2014-07-05 11:00:00,15,17,0.8824,Saturday
115,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2015-07-15 16:00:00,15,18,0.8333,Wednesday
116,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2018-04-19 20:00:00,10,14,0.7143,Thursday
117,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2016-07-04 11:00:00,15,19,0.7895,Monday
118,Ballard,RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2014-07-05 13:00:00,5,11,0.4545,Saturday
119,Ballard,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,2015-07-15 19:00:00,9,13,0.6923,Wednesday
120,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2016-07-04 18:00:00,10,15,0.6667,Monday
121,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2017-03-05 11:00:00,9,13,0.6923,Sunday
122,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2015-07-15 10:00:00,5,11,0.4545,Wednesday
123,Ballard,NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,2018-04-19 23:00:00,10,15,0.6667,Thursday
124,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 16:00:00,12,16,0.75,Saturday
125,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2015-07-15 21:00:00,12,16,0.75,Wednesday
126,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2016-07-04 19:00:00,10,15,0.6667,Monday
127,Ballard,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2017-03-05 15:00:00,15,19,0.7895,Sunday
128,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2018-04-19 09:00:00,15,19,0.7895,Thursday
129,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2015-07-15 12:00:00,15,18,0.8333,Wednesday
130,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2016-07-04 14:00:00,10,15,0.6667,Monday
131,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 19:00:00,12,16,0.75,Saturday
132,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2017-03-05 19:00:00,10,15,0.6667,Sunday
133,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2018-04-19 13:00:00,10,15,0.6667,Thursday
134,Ballard,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2016-07-04 08:00:00,16,21,0.7619,Monday
135,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2016-07-04 21:00:00,10,15,0.6667,Monday
136,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2014-07-05 08:00:00,10,15,0.6667,Saturday
137,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2015-07-15 14:00:00,12,16,0.75,Wednesday
138,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2018-04-19 17:00:00,5,10,0.5,Thursday
139,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2016-07-04 16:00:00,9,13,0.6923,Monday
140,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2014-07-05 22:00:00,5,11,0.4545,Saturday
141,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 16:00:00,15,17,0.8824,Thursday
142,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2018-04-19 17:00:00,5,11,0.4545,Thursday
143,Ballard,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,2016-07-04 10:00:00,10,15,0.6667,Monday
144,Ballard,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2014-07-05 11:00:00,8,12,0.6667,Saturday
145,Ballard,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,2015-07-15 17:00:00,19,24,0.7917,Wednesday
146,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2016-07-04 17:00:00,10,15,0.6667,Monday
147,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2018-04-19 20:00:00,10,15,0.6667,Thursday
148,Ballard,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,2016-07-04 12:00:00,10,15,0.6667,Monday
149,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2014-07-05 14:00:00,15,17,0.8824,Saturday
150,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2015-07-15 19:00:00,15,17,0.8824,Wednesday
151,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2017-03-05 12:00:00,10,15,0.6667,Sunday
152,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 10:00:00,8,12,0.6667,Wednesday
153,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2016-07-04 13:00:00,15,17,0.8824,Monday
154,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2014-07-05 17:00:00,10,14,0.7143,Saturday
155,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2017-03-05 16:00:00,15,17,0.8824,Sunday
156,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 10:00:00,5,10,0.5,Thursday
157,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2016-07-04 20:00:00,10,15,0.6667,Monday
158,Ballard,SHILSHOLE AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2015-07-15 12:00:00,16,21,0.7619,Wednesday
159,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2016-07-04 15:00:00,10,15,0.6667,Monday
160,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2014-07-05 20:00:00,10,15,0.6667,Saturday
161,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2017-03-05 20:00:00,10,15,0.6667,Sunday
162,Ballard,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,2018-04-19 13:00:00,5,10,0.5,Thursday
163,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2016-07-04 09:00:00,35,39,0.8974,Monday
164,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2014-07-05 09:00:00,15,20,0.75,Saturday
165,Ballard,SHILSHOLE AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2015-07-15 14:00:00,16,21,0.7619,Wednesday
166,Ballard,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,2018-04-19 20:00:00,9,13,0.6923,Thursday
167,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 23:00:00,12,16,0.75,Saturday
168,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2018-04-19 17:00:00,15,19,0.7895,Thursday
169,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2016-07-04 11:00:00,35,39,0.8974,Monday
170,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2014-07-05 12:00:00,15,18,0.8333,Saturday
171,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2015-07-15 17:00:00,10,15,0.6667,Wednesday
172,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2015-07-15 08:00:00,15,18,0.8333,Wednesday
173,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 21:00:00,15,17,0.8824,Thursday
174,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2014-07-05 14:00:00,15,19,0.7895,Saturday
175,Ballard,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,2015-07-15 20:00:00,19,24,0.7917,Wednesday
176,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2016-07-04 19:00:00,10,15,0.6667,Monday
177,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 12:00:00,10,15,0.6667,Sunday
178,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2015-07-15 11:00:00,12,16,0.75,Wednesday
179,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2017-05-03 08:00:00,5,11,0.4545,Wednesday
180,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2014-07-05 17:00:00,15,19,0.7895,Saturday
181,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2017-03-05 17:00:00,35,39,0.8974,Sunday
182,Ballard,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,2018-04-19 11:00:00,20,27,0.7407,Thursday
183,Ballard,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,2016-07-04 08:00:00,10,15,0.6667,Monday
184,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2016-07-04 21:00:00,10,14,0.7143,Monday
185,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2015-07-15 13:00:00,12,16,0.75,Wednesday
186,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2018-04-19 09:00:00,20,23,0.8696,Thursday
187,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2014-07-05 20:00:00,5,11,0.4545,Saturday
188,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2017-03-05 21:00:00,10,15,0.6667,Sunday
189,Ballard,NW 56TH ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2018-04-19 14:00:00,5,11,0.4545,Thursday
190,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2014-07-05 09:00:00,15,17,0.8824,Saturday
191,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2015-07-15 15:00:00,20,23,0.8696,Wednesday
192,Ballard,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,2018-04-19 23:00:00,8,12,0.6667,Thursday
193,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2016-07-04 16:00:00,10,15,0.6667,Monday
194,Ballard,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,2016-07-04 17:00:00,10,15,0.6667,Monday
195,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2018-04-19 19:00:00,10,14,0.7143,Thursday
196,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2014-07-05 13:00:00,10,14,0.7143,Saturday
197,Ballard,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,2015-07-15 18:00:00,19,24,0.7917,Wednesday
198,Ballard,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,2016-07-04 18:00:00,10,15,0.6667,Monday
199,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 09:00:00,15,19,0.7895,Sunday
200,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2015-07-15 09:00:00,5,11,0.4545,Wednesday
201,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2018-04-19 22:00:00,9,13,0.6923,Thursday
202,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2016-07-04 12:00:00,10,15,0.6667,Monday
203,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2014-07-05 15:00:00,15,17,0.8824,Saturday
204,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2015-07-15 20:00:00,10,15,0.6667,Wednesday
205,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2017-03-05 13:00:00,10,15,0.6667,Sunday
206,Ballard,NW 57TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2018-04-19 08:00:00,15,19,0.7895,Thursday
207,Ballard,NW MARKET ST BETWEEN 26TH AVE NW AND 28TH AVE NW,2015-07-15 11:00:00,15,20,0.75,Wednesday
208,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2017-05-03 18:00:00,20,23,0.8696,Wednesday
209,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2014-07-05 18:00:00,15,18,0.8333,Saturday
210,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 17:00:00,10,15,0.6667,Sunday
211,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2018-04-19 11:00:00,10,14,0.7143,Thursday
212,Ballard,RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2015-07-15 13:00:00,5,11,0.4545,Wednesday
213,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2018-04-19 12:00:00,5,11,0.4545,Thursday
214,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2014-07-05 21:00:00,15,18,0.8333,Saturday
215,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 22:00:00,15,19,0.7895,Sunday
216,Ballard,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,2018-04-19 15:00:00,20,27,0.7407,Thursday
217,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 10:00:00,12,16,0.75,Saturday
218,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 15:00:00,15,19,0.7895,Wednesday
219,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2014-07-05 11:00:00,32,34,0.9412,Saturday
220,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2015-07-15 16:00:00,35,39,0.8974,Wednesday
221,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 19:00:00,5,10,0.5,Thursday
222,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2016-07-04 11:00:00,10,15,0.6667,Monday
223,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2014-07-05 13:00:00,15,17,0.8824,Saturday
224,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 18:00:00,15,19,0.7895,Wednesday
225,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2017-03-05 11:00:00,35,39,0.8974,Sunday
226,Ballard,RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2015-07-15 09:00:00,5,11,0.4545,Wednesday
227,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2018-04-19 23:00:00,9,13,0.6923,Thursday
228,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2016-07-04 13:00:00,9,13,0.6923,Monday
229,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2014-07-05 16:00:00,10,14,0.7143,Saturday
230,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2015-07-15 21:00:00,35,39,0.8974,Wednesday
231,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2016-07-04 19:00:00,15,17,0.8824,Monday
232,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 14:00:00,15,19,0.7895,Sunday
233,Ballard,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,2018-04-19 09:00:00,20,27,0.7407,Thursday
234,Ballard,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,2016-07-04 20:00:00,10,15,0.6667,Monday
235,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2015-07-15 12:00:00,35,39,0.8974,Wednesday
236,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2014-07-05 19:00:00,10,15,0.6667,Saturday
237,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2017-03-05 19:00:00,35,39,0.8974,Sunday
238,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 12:00:00,5,10,0.5,Thursday
239,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2016-07-04 21:00:00,15,17,0.8824,Monday
240,Ballard,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,2014-07-05 08:00:00,10,15,0.6667,Saturday
241,Ballard,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,2015-07-15 14:00:00,9,13,0.6923,Wednesday
242,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2018-04-19 15:00:00,5,11,0.4545,Thursday
243,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2016-07-04 15:00:00,15,19,0.7895,Monday
244,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2014-07-05 22:00:00,15,20,0.75,Saturday
245,Ballard,17TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,2018-04-19 16:00:00,5,10,0.5,Thursday
246,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2016-07-04 10:00:00,9,13,0.6923,Monday
247,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2014-07-05 11:00:00,15,19,0.7895,Saturday
248,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 16:00:00,10,15,0.6667,Wednesday
249,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2016-07-04 17:00:00,10,15,0.6667,Monday
250,Ballard,NW 57TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2018-04-19 20:00:00,15,19,0.7895,Thursday
251,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2014-07-05 14:00:00,10,14,0.7143,Saturday
252,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2015-07-15 19:00:00,9,13,0.6923,Wednesday
253,Ballard,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,2016-07-04 18:00:00,10,15,0.6667,Monday
254,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2017-03-05 11:00:00,10,15,0.6667,Sunday
255,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2015-07-15 10:00:00,9,13,0.6923,Wednesday
256,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2018-04-19 23:00:00,10,14,0.7143,Thursday
257,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2014-07-05 16:00:00,15,19,0.7895,Saturday
258,Ballard,NW MARKET ST BETWEEN 26TH AVE NW AND 28TH AVE NW,2015-07-15 21:00:00,15,17,0.8824,Wednesday
259,Ballard,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,2016-07-04 20:00:00,10,15,0.6667,Monday
260,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2017-03-05 15:00:00,10,15,0.6667,Sunday
261,Ballard,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,2018-04-19 10:00:00,20,27,0.7407,Thursday
262,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2016-07-04 20:00:00,10,15,0.6667,Monday
263,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 12:00:00,10,15,0.6667,Wednesday
264,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2014-07-05 19:00:00,15,19,0.7895,Saturday
265,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2017-03-05 20:00:00,10,15,0.6667,Sunday
266,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 13:00:00,8,12,0.6667,Thursday
267,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2016-07-04 08:00:00,15,19,0.7895,Monday
268,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2014-07-05 08:00:00,15,17,0.8824,Saturday
269,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 14:00:00,10,15,0.6667,Wednesday
270,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2018-04-19 18:00:00,5,11,0.4545,Thursday
271,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2016-07-04 16:00:00,9,13,0.6923,Monday
272,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2014-07-05 23:00:00,32,34,0.9412,Saturday
273,Ballard,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2018-04-19 16:00:00,15,19,0.7895,Thursday
274,Ballard,NW 57TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2018-04-19 17:00:00,15,19,0.7895,Thursday
275,Ballard,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,2014-07-05 12:00:00,10,15,0.6667,Saturday
276,Ballard,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,2015-07-15 17:00:00,5,11,0.4545,Wednesday
277,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2016-07-04 17:00:00,10,15,0.6667,Monday
278,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2015-07-15 08:00:00,9,13,0.6923,Wednesday
279,Ballard,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,2018-04-19 21:00:00,9,13,0.6923,Thursday
280,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2014-07-05 14:00:00,10,15,0.6667,Saturday
281,Ballard,RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,2015-07-15 19:00:00,5,11,0.4545,Wednesday
282,Ballard,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,2016-07-04 19:00:00,5,11,0.4545,Monday
283,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2017-03-05 12:00:00,9,13,0.6923,Sunday
284,Ballard,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,2015-07-15 10:00:00,15,19,0.7895,Wednesday
285,Ballard,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,2016-07-04 13:00:00,10,15,0.6667,Monday
286,Ballard,LEARY AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,2014-07-05 17:00:00,15,17,0.8824,Saturday
287,Ballard,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2017-03-05 16:00:00,15,19,0.7895,Sunday
288,Ballard,17TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,2018-04-19 11:00:00,5,10,0.5,Thursday
289,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2015-07-15 13:00:00,9,13,0.6923,Wednesday
290,Ballard,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,2018-04-19 08:00:00,9,13,0.6923,Thursday
291,Ballard,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,2016-07-04 15:00:00,10,15,0.6667,Monday
292,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 20:00:00,12,16,0.75,Saturday
293,Ballard,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,2017-03-05 21:00:00,15,17,0.8824,Sunday
294,Ballard,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2018-04-19 14:00:00,40,42,0.9524,Thursday
295,Ballard,LEARY AVE NW BETWEEN NW LEARY WAY AND NW DOCK PL,2014-07-05 09:00:00,12,16,0.75,Saturday
296,Ballard,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,2015-07-15 15:00:00,19,24,0.7917,Wednesday
297,Ballard,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,2018-04-19 21:00:00,5,11,0.4545,Thursday
298,Ballard,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2016-07-04 16:00:00,10,15,0.6667,Monday
299,Ballard,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2018-04-19 18:00:00,15,17,0.8824,Thursday
300,Ballard,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,2014-07-05 12:00:00,5,11,0.4545,Saturday
301,Ballard,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,2015-07-15 17:00:00,15,19,0.7895,Wednesday
